gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3923218518	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Magnoliopsida:8	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis juliflora		SPECIES	Prosopis juliflora (Sw.) DC.	Prosopis juliflora	(Sw.) DC.	CO	Puerto Bolívar	La Guajira	PRESENT		14fb9c57-68a5-4870-b434-5355df7a9c3c	12.235877	-71.974835			11.0	0.0			2021-07-24T00:00:00	24	7	2021	5358460	5358460	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			8			CC_BY_NC_4_0					2023-08-26T11:14:43.129Z		
3923218517	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Aves:257	Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Cardinalis	Cardinalis phoeniceus		SPECIES	Cardinalis phoeniceus Bonaparte, 1838	Cardinalis phoeniceus	Bonaparte, 1838	CO	Orosito	La Guajira	PRESENT	1	14fb9c57-68a5-4870-b434-5355df7a9c3c	12.229461	-71.97376			19.0	0.0			2021-07-26T00:00:00	26	7	2021	2490404	2490404	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			257			CC_BY_NC_4_0					2023-08-26T11:14:43.124Z		
3923218516	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Aves:136	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Melanospiza	Melanospiza bicolor		SPECIES	Melanospiza bicolor (Linnaeus, 1766)	Melanospiza bicolor	(Linnaeus, 1766)	CO	Orosito	La Guajira	PRESENT	1	14fb9c57-68a5-4870-b434-5355df7a9c3c	12.232054	-71.971908			18.5	2.5			2021-07-27T00:00:00	27	7	2021	9426540	9426540	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			136			CC_BY_NC_4_0					2023-08-26T11:14:41.002Z		
3923218515	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Magnoliopsida:13	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis juliflora		SPECIES	Prosopis juliflora (Sw.) DC.	Prosopis juliflora	(Sw.) DC.	CO	Puerto Bolívar	La Guajira	PRESENT		14fb9c57-68a5-4870-b434-5355df7a9c3c	12.235877	-71.974835			11.0	0.0			2021-07-24T00:00:00	24	7	2021	5358460	5358460	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			13			CC_BY_NC_4_0					2023-08-26T11:14:43.127Z		
3923218514	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Magnoliopsida:9	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis juliflora		SPECIES	Prosopis juliflora (Sw.) DC.	Prosopis juliflora	(Sw.) DC.	CO	Puerto Bolívar	La Guajira	PRESENT		14fb9c57-68a5-4870-b434-5355df7a9c3c	12.235877	-71.974835			11.0	0.0			2021-07-24T00:00:00	24	7	2021	5358460	5358460	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			9			CC_BY_NC_4_0					2023-08-26T11:14:43.119Z		
3923218513	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Magnoliopsida:14	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis juliflora		SPECIES	Prosopis juliflora (Sw.) DC.	Prosopis juliflora	(Sw.) DC.	CO	Puerto Bolívar	La Guajira	PRESENT		14fb9c57-68a5-4870-b434-5355df7a9c3c	12.235877	-71.974835			11.0	0.0			2021-07-24T00:00:00	24	7	2021	5358460	5358460	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			14			CC_BY_NC_4_0					2023-08-26T11:14:43.117Z		
3923218512	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Aves:258	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Coereba	Coereba flaveola	luteola	SUBSPECIES	Coereba flaveola luteola (Cabanis, 1851)	Coereba flaveola luteola	(Cabanis, 1850)	CO	Orosito	La Guajira	PRESENT	1	14fb9c57-68a5-4870-b434-5355df7a9c3c	12.229461	-71.97376			19.0	0.0			2021-07-26T00:00:00	26	7	2021	6171679	2493744	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			258			CC_BY_NC_4_0					2023-08-26T11:14:43.114Z		
3923218511	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Aves:137	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Melanospiza	Melanospiza bicolor		SPECIES	Melanospiza bicolor (Linnaeus, 1766)	Melanospiza bicolor	(Linnaeus, 1766)	CO	Orosito	La Guajira	PRESENT	1	14fb9c57-68a5-4870-b434-5355df7a9c3c	12.231854	-71.975294			19.5	3.5			2021-07-27T00:00:00	27	7	2021	9426540	9426540	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			137			CC_BY_NC_4_0					2023-08-26T11:14:40.995Z		
3923218510	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Magnoliopsida:6	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis juliflora		SPECIES	Prosopis juliflora (Sw.) DC.	Prosopis juliflora	(Sw.) DC.	CO	Puerto Bolívar	La Guajira	PRESENT		14fb9c57-68a5-4870-b434-5355df7a9c3c	12.235877	-71.974835			11.0	0.0			2021-07-24T00:00:00	24	7	2021	5358460	5358460	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			6			CC_BY_NC_4_0					2023-08-26T11:14:43.109Z		
3923218509	cf5bf349-8151-4437-9298-8dc285726fb7	Cerrejon:PuertoBolivar_2021-Magnoliopsida:15	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis juliflora		SPECIES	Prosopis juliflora (Sw.) DC.	Prosopis juliflora	(Sw.) DC.	CO	Puerto Bolívar	La Guajira	PRESENT		14fb9c57-68a5-4870-b434-5355df7a9c3c	12.235877	-71.974835			11.0	0.0			2021-07-24T00:00:00	24	7	2021	5358460	5358460	HUMAN_OBSERVATION	Carbones del Cerrejón Limited (Cerrejón)			15			CC_BY_NC_4_0					2023-08-26T11:14:43.106Z		
